date,player1,result1,player2,result2,title,note
2021-08-10,石高澄恵,○,相川春香,●,ヒューリック杯白玲戦 順位決定トーナメント,
2021-08-10,長沢千和子,●,脇田菜々子,○,ヒューリック杯白玲戦 順位決定トーナメント,
2021-08-10,斎田晴子,□,山口絵美菜,■,ヒューリック杯白玲戦 順位決定トーナメント・不戦,不戦
2021-08-10,里見香奈,○,加藤圭,●,ヒューリック杯白玲戦 順位決定トーナメント,携帯中継
2021-08-10,川又咲紀,○,頼本奈菜,●,ヒューリック杯白玲戦 順位決定トーナメント,
2021-08-10,澤田真吾,,阿久津主税,,銀河戦 Eブロック,詳細情報
2021-08-11,今泉健司,○,牧野光則,●,竜王戦6組 昇決,
2021-08-11,都成竜馬,○,南芳一,●,王座戦 一次予選,携帯中継
2021-08-11,阪口悟,●,村田顕弘,○,王座戦 一次予選,
2021-08-11,佐藤康光,○,山崎隆之,●,棋王戦 挑決トーナメント,携帯中継
2021-08-11,瀬川晶司,●,増田康宏,○,叡王戦 予選,ABEMA・携帯中継
2021-08-11,佐藤紳哉,○,近藤正和,●,叡王戦 予選,ABEMA・携帯中継
2021-08-11,佐藤紳哉,●,高見泰地,○,叡王戦 予選,ABEMA・携帯中継
2021-08-11,千田翔太,○,高崎一生,●,叡王戦 予選,携帯中継
2021-08-11,杉本和陽,●,谷合廣紀,○,叡王戦 予選,
2021-08-11,渡辺和史,●,伊藤匠,○,叡王戦 予選,携帯中継
2021-08-11,谷合廣紀,●,伊藤匠,○,叡王戦 予選,携帯中継
2021-08-11,古森悠太,○,星野良生,●,朝日杯将棋オープン戦 一次予選,
2021-08-11,川上猛,●,中座真,○,銀 河 戦 予選,
2021-08-11,西尾明,○,中座真,●,銀 河 戦 予選,
2021-08-11,深浦康市,○,藤森哲也,●,銀 河 戦 予選,
2021-08-11,中村修,○,田中寅彦,●,銀 河 戦 予選,
2021-08-11,鈴木大介,○,井出隼平,●,銀 河 戦 予選,
2021-08-11,行方尚史,○,田中悠一,●,銀 河 戦 予選,
2021-08-11,大平武洋,○,木下浩一,●,銀 河 戦 予選,
2021-08-11,大平武洋,○,中川大輔,●,銀 河 戦 予選,
2021-08-11,野月浩貴,●,本田奎,○,銀 河 戦 予選,
2021-08-11,佐藤秀司,○,石田直裕,●,銀 河 戦 予選,
2021-08-11,阿部健治郎,○,塚田泰明,●,銀 河 戦 予選,
2021-08-11,脇謙二,●,折田翔吾,○,銀 河 戦 予選,
2021-08-11,大橋貴洸,●,折田翔吾,○,銀 河 戦 予選,
2021-08-11,杉本昌隆,●,西田拓也,○,銀 河 戦 予選,
2021-08-11,香川愛生,○,渡部愛※,●,女流名人戦 挑決リーグ,
2021-08-12,永瀬拓矢,●,藤井聡太,○,竜王戦 挑決第1局,ABEMA・中継・携帯中継
2021-08-12,藤井猛,○,屋敷伸之,●,竜王戦2組 昇決,携帯中継
2021-08-12,中田功,●,木村一基,○,お〜いお茶杯王位戦 予選,携帯中継
2021-08-12,石川陽生,●,松本佳介,○,王座戦 一次予選,
2021-08-12,泉正樹,●,勝又清和,○,王座戦 一次予選,
2021-08-12,高野秀行,●,阿部光瑠,○,叡王戦 予選,携帯中継
2021-08-12,石井健太郎,●,阿部光瑠,○,叡王戦 予選,携帯中継
2021-08-12,高野智史,●,渡辺大夢,○,叡王戦 予選,
2021-08-12,斎藤明日斗,●,山本博志,○,叡王戦 予選,
2021-08-12,長谷部浩平,●,山本博志,○,叡王戦 予選,
2021-08-12,服部慎一郎,○,高田明浩,●,叡王戦 予選,携帯中継
2021-08-12,石川優太,●,服部慎一郎,○,叡王戦 予選,携帯中継
2021-08-12,近藤誠也,○,佐藤天彦,●,ALSOK杯王将戦 二次予選,将棋プレミアム・携帯中継
2021-08-12,神谷広志,●,富岡英作,○,朝日杯将棋オープン戦 一次予選,
2021-08-12,門倉啓太,○,富岡英作,●,朝日杯将棋オープン戦 一次予選,
2021-08-12,出口若武,●,古賀悠聖,○,新人王戦,
2021-08-12,里見香奈,○,上田初美,●,リコー杯女流王座戦 本戦,中継・携帯中継
2021-08-12,真田圭一,○,島朗,●,銀 河 戦 予選,
2021-08-12,千葉幸生,●,長岡裕也,○,銀 河 戦 予選,
2021-08-12,上野裕和,○,岡崎洋,●,銀 河 戦 予選,
2021-08-12,上野裕和,●,窪田義行,○,銀 河 戦 予選,
2021-08-12,高橋道雄,○,村中秀史,●,銀 河 戦 予選,
2021-08-12,島本亮,●,藤原直哉,○,銀 河 戦 予選,
2021-08-12,大石直嗣,○,藤原直哉,●,銀 河 戦 予選,
2021-08-12,山崎隆之,,増田康宏,,銀河戦 Fブロック,詳細情報
2021-08-14,里見香奈,,上田初美,,女流王将戦 本戦,詳細情報
2021-08-15,豊島将之,,服部慎一郎,,NHK杯 本戦,詳細情報・午前10：25〜
2021-08-16,川上猛,●,伊藤匠,○,王座戦 一次予選,
2021-08-16,近藤正和,○,塚田泰明,●,王座戦 一次予選,
2021-08-16,服部慎一郎,○,今泉健司,●,王座戦 一次予選,
2021-08-16,村田顕弘,○,中村亮介,●,叡王戦 予選,
2021-08-16,村田顕弘,○,長岡裕也,●,叡王戦 予選,
2021-08-16,稲葉陽,●,藤井聡太,○,ALSOK杯王将戦 二次予選,将棋プレミアム・携帯中継
2021-08-16,梶浦宏孝,○,渡辺正和,●,ヒューリック杯棋聖戦 一次予選,
2021-08-16,井出隼平,○,青嶋未来,●,ヒューリック杯棋聖戦 一次予選,携帯中継
2021-08-16,井出隼平,○,梶浦宏孝,●,ヒューリック杯棋聖戦 一次予選,携帯中継
2021-08-16,野原未蘭,○,相川春香,●,女流王位戦 予選,
2021-08-16,矢内理絵子,○,長沢千和子,●,女流王位戦 予選,
2021-08-16,中村太地,○,谷合廣紀,●,銀 河 戦 予選,
2021-08-16,丸山忠久,○,小林宏,●,銀 河 戦 予選,
2021-08-17,佐藤康光,○,永瀬拓矢,●,順位戦A級,名人戦棋譜速報・携帯中継
2021-08-17,古賀悠聖,●,菅井竜也,○,お〜いお茶杯王位戦,携帯中継
2021-08-17,森下卓,●,高橋道雄,○,王座戦 一次予選,携帯中継
2021-08-17,及川拓馬,○,千葉幸生,●,王座戦 一次予選,携帯中継
2021-08-17,木下浩一,,伊藤沙恵,,王座戦 一次予選・延期,
2021-08-17,増田裕司,●,福崎文吾,○,王座戦 一次予選,
2021-08-17,遠山雄亮,,伊藤真吾,,叡王戦 予選・延期,
2021-08-17,阿部健治郎,○,窪田義行,●,叡王戦 予選,
2021-08-17,富岡英作,●,飯島栄治,○,叡王戦 予選,
2021-08-17,野月浩貴,,日浦市郎,,叡王戦 予選・延期,
2021-08-17,富岡か飯島,,野月か日浦,,叡王戦 予選・延期,
2021-08-17,矢倉規広,●,高田明浩,○,朝日杯将棋オープン戦 一次予選,
2021-08-17,井上慶太,●,大橋貴洸,○,朝日杯将棋オープン戦 一次予選,
2021-08-17,阪口悟,○,大橋貴洸,●,朝日杯将棋オープン戦 一次予選,
2021-08-17,斎藤明日斗,●,渡辺和史,○,加古川青流戦,
2021-08-17,渡部愛※,○,大島綾華,●,マイナビ女子オープン 本戦,中継・携帯中継
2021-08-17,井道千尋,○,和田あき,●,女流王位戦 予選,
2021-08-17,古森悠太,●,西川和宏,○,銀 河 戦 予選,
2021-08-17,阿部隆,○,竹内雄悟,●,銀 河 戦 予選,
2021-08-17,谷川浩司,,郷田真隆,,銀河戦 Gブロック,詳細情報
2021-08-18,泉正樹,,横山泰明,,お〜いお茶杯王位戦 予選・延期,
2021-08-18,八代弥,○,阿部光瑠,●,ヒューリック杯棋聖戦 一次予選,携帯中継
2021-08-18,西山朋佳,,八代か阿部,,ヒューリック杯棋聖戦 一次予選・延期,
2021-08-18,池永天志,○,高田明浩,●,ヒューリック杯棋聖戦 一次予選,携帯中継
2021-08-18,池永天志,●,冨田誠也,○,ヒューリック杯棋聖戦 一次予選,携帯中継
2021-08-18,瀬川晶司,○,松尾歩,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-08-18,中澤沙耶,○,塚田恵梨花,●,マイナビ女子オープン 本戦,中継・携帯中継
2021-08-18,鈴木環那,○,中井広恵＊,●,女流名人戦 挑決リーグ,
2021-08-18,内山あや,○,中倉宏美※,●,女流王位戦 予選,
2021-08-18,飯野愛,○,竹部さゆり,●,女流王位戦 予選,
2021-08-18,山口仁子梨,○,山口絵美菜,●,女流王位戦 予選,
2021-08-18,森内俊之,○,佐藤紳哉,●,銀 河 戦 予選,
2021-08-18,出口若武,○,牧野光則,●,銀 河 戦 予選,
2021-08-18,澤田真吾,○,長沼洋,●,銀 河 戦 予選,
2021-08-18,豊島将之,●,藤井聡太,○,お〜いお茶杯王位戦 第4局,ABEMA・中継・携帯中継
2021-08-19,井田明宏,●,久保利明,○,お〜いお茶杯王位戦 予選,携帯中継
2021-08-19,山崎隆之,○,畠山鎮,●,お〜いお茶杯王位戦 予選,携帯中継
2021-08-19,堀口一史座,●,田中寅彦,○,王座戦 一次予選,
2021-08-19,村中秀史,●,近藤誠也,○,叡王戦 予選,携帯中継
2021-08-19,大石直嗣,○,中座真,●,叡王戦 予選,
2021-08-19,大石直嗣,●,近藤誠也,○,叡王戦 予選,携帯中継
2021-08-19,勝又清和,○,室岡克彦,●,朝日杯将棋オープン戦 一次予選,
2021-08-19,勝又清和,○,田中悠一,●,朝日杯将棋オープン戦 一次予選,
2021-08-19,香川愛生,○,貞升南,●,マイナビ女子オープン 本戦,中継・携帯中継
2021-08-19,堀彩乃※,○,北尾まどか,●,女流王位戦 予選,
2021-08-19,石本さくら,●,山口恵梨子,○,倉敷藤花戦,
2021-08-19,先崎学,○,高野智史,●,銀 河 戦 予選,
2021-08-19,高野秀行,●,長谷部浩平,○,銀 河 戦 予選,
2021-08-19,青野照市,●,山本博志,○,銀 河 戦 予選,
2021-08-19,丸山忠久,,佐々木勇気,,銀河戦 Hブロック,詳細情報
2021-08-20,斎藤慎太郎,○,広瀬章人,●,順位戦A級,名人戦棋譜速報・携帯中継
2021-08-20,所司和晴,,加藤桃子,,王座戦 一次予選・延期,
2021-08-20,山本真也,,里見香奈,,王座戦 一次予選・延期,
2021-08-20,伊奈祐介,○,神崎健二,●,王座戦 一次予選,携帯中継
2021-08-20,浦野真彦,●,折田翔吾,○,王座戦 一次予選,携帯中継
2021-08-20,石川陽生,●,杉本和陽,○,ヒューリック杯棋聖戦 一次予選,携帯中継
2021-08-20,岡崎洋,●,石井健太郎,○,ヒューリック杯棋聖戦 一次予選,
2021-08-20,杉本和陽,○,石井健太郎,●,ヒューリック杯棋聖戦 一次予選,携帯中継
2021-08-20,伊藤沙恵,,北村桂香,,女流名人戦 挑決リーグ・延期,
2021-08-20,山口稀良莉,○,藤井奈々,●,女流王位戦 予選,
2021-08-20,高崎一生,○,渡辺大夢,●,銀 河 戦 予選,
2021-08-20,飯塚祐紀,●,渡辺和史,○,銀 河 戦 予選,
2021-08-20,戸辺誠,●,梶浦宏孝,○,銀 河 戦 予選,
2021-08-21,伊藤沙恵,,武富礼衣,,女流王将戦 本戦,詳細情報
2021-08-22,豊島将之,○,藤井聡太,●,叡王戦 第4局,ABEMA・中継・携帯中継
2021-08-22,佐藤康光,,阿久津主税,,NHK杯戦 本戦,詳細情報
2021-08-23,高野智史,○,星野良生,●,竜王戦5組 昇決,携帯中継
2021-08-23,稲葉陽,●,永瀬拓矢,○,棋王戦 挑決トーナメント,携帯中継
2021-08-23,竹部さゆり,●,山根ことみ,○,マイナビ女子オープン 本戦,中継・携帯中継
2021-08-23,石高澄恵,●,岩根忍,○,女流王位戦 予選,
2021-08-23,大島綾華,●,水町みゆ,○,女流王位戦 予選,
2021-08-23,門倉啓太,○,富岡英作,●,銀 河 戦 予選,
2021-08-23,森下卓,●,八代弥,○,銀 河 戦 予選,
2021-08-23,飯島栄治,○,近藤正和,●,銀 河 戦 予選,
2021-08-24,村田顕弘,○,戸辺誠,●,竜王戦4組 昇決,携帯中継
2021-08-24,近藤誠也,○,高野秀行,●,お〜いお茶杯王位戦 予選,携帯中継
2021-08-24,室岡克彦,○,渡辺正和,●,王座戦 一次予選,
2021-08-24,真田圭一,○,梶浦宏孝,●,王座戦 一次予選,
2021-08-24,井上慶太,●,南芳一,○,叡王戦 予選,携帯中継
2021-08-24,小林健二,●,南芳一,○,叡王戦 予選,携帯中継
2021-08-24,伊奈川愛菓,○,島井咲緒里※,●,女流王位戦 予選,
2021-08-24,加藤結李愛,●,礒谷真帆※,○,女流王位戦 予選,
2021-08-24,室田伊緒,○,長谷川優貴,●,女流王位戦 予選,
2021-08-24,中田宏樹,●,泉正樹,○,銀 河 戦 予選,
2021-08-24,菅井竜也,,畠山鎮,,銀河戦 Aブロック,詳細情報
2021-08-24,藤井聡太,○,豊島将之,●,お〜いお茶杯王位戦 第5局,ABEMA・中継・携帯中継
2021-08-25,増田康宏,●,黒沢怜生,○,お〜いお茶杯王位戦 予選,携帯中継
2021-08-25,広瀬章人,○,高崎一生,●,お〜いお茶杯王位戦 予選,携帯中継
2021-08-25,佐藤秀司,○,長谷部浩平,●,お〜いお茶杯王位戦 予選,
2021-08-25,渡辺大夢,○,長岡裕也,●,王座戦 一次予選,
2021-08-25,脇謙二,●,藤原直哉,○,王座戦 一次予選,
2021-08-25,島本亮,○,有森浩三,●,王座戦 一次予選,
2021-08-25,行方尚史,●,菅井竜也,○,棋王戦 挑決トーナメント,携帯中継
2021-08-25,池永天志,●,佐藤康光,○,棋王戦 挑決トーナメント,携帯中継
2021-08-25,石川優太,●,出口若武,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-08-25,伊藤沙恵,,加藤圭,,女流名人戦 挑決リーグ・延期,
2021-08-25,山田久美,●,室谷由紀,○,女流王位戦 予選,
2021-08-25,上田初美,○,藤田綾,●,女流王位戦 予選,
2021-08-25,塚田恵梨花,○,宮宗紫野,●,女流王位戦 予選,
2021-08-25,田村康介,○,神谷広志,●,銀 河 戦 予選,
2021-08-25,佐々木慎,●,阿部光瑠,○,銀 河 戦 予選,
2021-08-25,中村亮介,○,中田功,●,銀 河 戦 予選,
2021-08-26,佐々木大地,○,渡辺和史,●,竜王戦6組 昇決,携帯中継
2021-08-26,上村亘,●,斎藤明日斗,○,王座戦 一次予選,
2021-08-26,中座真,●,佐藤慎一,○,王座戦 一次予選,
2021-08-26,岡崎洋,○,大平武洋,●,王座戦 一次予選,
2021-08-26,古森悠太,●,船江恒平,○,王座戦 一次予選,携帯中継
2021-08-26,木村一基,○,佐藤天彦,●,棋王戦 挑決トーナメント,携帯中継
2021-08-26,八代弥,●,糸谷哲郎,○,ALSOK杯王将戦 二次予選,将棋プレミアム・携帯中継
2021-08-26,田中寅彦,●,井出隼平,○,朝日杯将棋オープン戦 一次予選,
2021-08-26,西尾明,○,井出隼平,●,朝日杯将棋オープン戦 一次予選,
2021-08-26,阿部隆,●,中田功,○,朝日杯将棋オープン戦 一次予選,
2021-08-26,冨田誠也,●,牧野光則,○,朝日杯将棋オープン戦 一次予選,
2021-08-26,今泉健司,○,牧野光則,●,朝日杯将棋オープン戦 一次予選,
2021-08-26,鈴木環那,●,内山あや,○,女流王位戦 予選,
2021-08-26,中村桃子,●,安食総子,○,女流王位戦 予選,
2021-08-26,船戸陽子※,,高浜愛子,,女流王位戦 予選・延期,
2021-08-26,水町みゆ,○,村田智穂,●,女流王位戦 予選,
2021-08-26,古賀悠聖,○,山本真也,●,銀 河 戦 予選,
2021-08-26,古賀悠聖,○,安用寺孝功,●,銀 河 戦 予選,
2021-08-26,屋敷伸之,,斎藤慎太郎,,銀河戦 Bブロック,詳細情報
2021-08-27,千葉幸生,○,渡辺明,●,お〜いお茶杯王位戦 予選,携帯中継
2021-08-27,本田奎,●,佐々木勇気,○,お〜いお茶杯王位戦 予選,携帯中継
2021-08-27,西田拓也,●,斎藤慎太郎,○,お〜いお茶杯王位戦 予選,携帯中継
2021-08-27,谷合廣紀,○,藤森哲也,●,王座戦 一次予選,
2021-08-27,郷田真隆,○,久保利明,●,棋王戦 挑決トーナメント,携帯中継
2021-08-27,戸辺誠,○,屋敷伸之,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-08-27,戸辺誠,○,森内俊之,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-08-27,都成竜馬,○,長沼洋,●,朝日杯将棋オープン戦 一次予選,
2021-08-27,畠山成幸,○,谷川浩司,●,朝日杯将棋オープン戦 一次予選,
2021-08-27,服部慎一郎,○,竹内雄悟,●,朝日杯将棋オープン戦 一次予選,
2021-08-27,服部慎一郎,○,畠山成幸,●,朝日杯将棋オープン戦 一次予選,
2021-08-27,勝又清和,●,石川陽生,○,銀 河 戦 予選,
2021-08-27,金井恒太,○,石川陽生,●,銀 河 戦 予選,
2021-08-27,小倉久史,○,所司和晴,●,銀 河 戦 予選,
2021-08-27,小倉久史,●,佐藤和俊,○,銀 河 戦 予選,
2021-08-27,高見泰地,○,杉本和陽,●,銀 河 戦 予選,
2021-08-27,藤井猛,●,伊藤匠,○,銀 河 戦 予選,
2021-08-27,三枚堂達也,●,瀬川晶司,○,銀 河 戦 予選,
2021-08-27,加藤桃子,●,里見香奈,○,リコー杯女流王座戦 本戦,中継・携帯中継
2021-08-27,中井広恵＊,●,中村真梨花,○,女流名人戦 挑決リーグ,
2021-08-27,上川香織※,○,井道千尋,●,女流王位戦 予選,
2021-08-27,斎田晴子,○,渡辺弥生,●,女流王位戦 予選,
2021-08-27,頼本奈菜,○,貞升南,●,女流王位戦 予選,
2021-08-27,武富礼衣,○,川又咲紀,●,女流王位戦 予選,
2021-08-28,羽生善治,●,千田翔太,○,日本シリーズ 1回戦,ABEMA・中継・携帯中継
2021-08-28,伊藤沙恵,,山口恵梨子,,リコー杯女流王座戦 本戦・延期,中継・携帯中継
2021-08-28,里見香奈,,伊藤沙恵,,女流王将戦 本戦,詳細情報
2021-08-30,藤井聡太,○,永瀬拓矢,●,竜王戦 挑決第2局,ABEMA・中継・携帯中継
2021-08-30,冨田誠也,○,出口若武,●,竜王戦6組 昇決,携帯中継
2021-08-30,深浦康市,○,中川大輔,●,お〜いお茶杯王位戦 予選,携帯中継
2021-08-30,横山泰明,○,佐々木慎,●,叡王戦 予選,携帯中継
2021-08-30,横山泰明,○,田村康介,●,叡王戦 予選,携帯中継
2021-08-30,安用寺孝功,○,小林裕士,●,朝日杯将棋オープン戦 一次予選,
2021-08-30,安用寺孝功,●,平藤真吾,○,朝日杯将棋オープン戦 一次予選,
2021-08-30,脇田菜々子,●,山口稀良莉,○,女流王位戦 予選,
2021-08-30,松尾歩,,三浦弘行,,NHK杯戦 本戦,詳細情報1:10〜
2021-08-31,遠山雄亮,○,飯島栄治,●,竜王戦3組 昇決,携帯中継
2021-08-31,青嶋未来,○,北島忠雄,●,お〜いお茶杯王位戦 予選,
2021-08-31,都成竜馬,○,船江恒平,●,お〜いお茶杯王位戦 予選,携帯中継
2021-08-31,宮本広志,●,池永天志,○,お〜いお茶杯王位戦 予選,
2021-08-31,佐藤和俊,●,青野照市,○,王座戦 一次予選,
2021-08-31,佐藤慎一,●,井出隼平,○,叡王戦 予選,
2021-08-31,井出隼平,○,上村亘,●,叡王戦 予選,
2021-08-31,黒田尭之,○,古賀悠聖,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-08-31,古森悠太,●,黒田尭之,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-08-31,伊奈川愛菓,●,千葉涼子,○,女流王位戦 予選,
2021-08-31,加藤桃子,○,中井広恵＊,●,倉敷藤花,
2021-08-31,稲葉陽,,千田翔太,,銀河戦 Cブロック,詳細情報
2021-09-01,永瀬拓矢,●,木村一基,○,王座戦 第1局,Paravi（パラビ）・ABEMA・中継・携帯中継
2021-09-01,窪田義行,○,村中秀史,●,お〜いお茶杯王位戦 予選,携帯中継
2021-09-01,瀬川晶司,○,森下卓,●,お〜いお茶杯王位戦 予選,
2021-09-01,里見香奈,●,村田顕弘,○,お〜いお茶杯王位戦 予選,携帯中継
2021-09-01,西尾明,○,伊藤真吾,●,王座戦 一次予選,携帯中継
2021-09-01,渡辺和史,●,高野智史,○,王座戦 一次予選,
2021-09-01,村山慈明,●,澤田真吾,○,叡王戦 予選,携帯中継
2021-09-01,村田智弘,○,有森浩三,●,叡王戦 予選,携帯中継
2021-09-01,渡部愛※,●,石本さくら,○,女流名人戦 挑決リーグ・千日手,
2021-09-01,中村真梨花,○,堀彩乃※,●,女流王位戦 予選,
2021-09-01,高浜愛子,○,船戸陽子※,●,女流王位戦 予選,
2021-09-01,山口恵梨子,○,和田はな,●,女流王位戦 予選,
2021-09-01,北村桂香,○,中澤沙耶,●,女流王位戦 予選,
2021-09-02,郷田真隆,●,藤井猛,○,竜王戦2組 昇決,携帯中継
2021-09-02,近藤誠也,●,増田康宏,○,竜王戦3組 昇決,携帯中継
2021-09-02,石川陽生,○,勝又清和,●,竜王戦6組 昇決,
2021-09-02,石川優太,○,今泉健司,●,竜王戦6組 昇決,
2021-09-02,八代弥,○,宮田敦史,●,お〜いお茶杯王位戦 予選,
2021-09-02,大橋貴洸,○,畠山成幸,●,お〜いお茶杯王位戦 予選,
2021-09-02,門倉啓太,○,阿部光瑠,●,王座戦 一次予選,
2021-09-02,黒沢怜生,○,長谷部浩平,●,王座戦 一次予選,
2021-09-02,藤井聡太,○,斎藤明日斗,●,棋王戦 挑決トーナメント,ABEMA・携帯中継
2021-09-02,森内俊之,●,糸谷哲郎,○,棋王戦 挑決トーナメント,携帯中継
2021-09-02,脇謙二,●,久保利明,○,叡王戦 予選,携帯中継
2021-09-02,山崎隆之,○,畠山鎮,●,叡王戦 予選,携帯中継
2021-09-02,黒田尭之,○,竹内雄悟,●,叡王戦 予選,
2021-09-02,出口若武,○,黒田尭之,●,叡王戦 予選,
2021-09-02,徳田拳士三段,●,斎藤優希三段,○,新人王戦,
2021-09-02,加藤圭,○,野原未蘭,●,女流王位戦 予選,
2021-09-02,西山朋佳,○,小高佐季子,●,女流王位戦 予選,
2021-09-02,久保利明,,深浦康市,,銀河戦 Dブロック,詳細情報
2021-09-03,菅井竜也,○,佐藤天彦,●,順位戦A級,名人戦棋譜速報・携帯中継
2021-09-03,横山泰明,○,泉正樹,●,お〜いお茶杯王位戦 予選,携帯中継
2021-09-03,千田翔太,○,野月浩貴,●,お〜いお茶杯王位戦 予選,携帯中継
2021-09-03,日浦市郎,●,杉本和陽,○,王座戦 一次予選,
2021-09-03,石川優太,●,冨田誠也,○,加古川青流戦,携帯中継
2021-09-03,井田明宏,○,伊藤匠,●,加古川青流戦,携帯中継
2021-09-03,冨田誠也,●,井田明宏,○,加古川青流戦,携帯中継
2021-09-03,加藤桃子,○,北村桂香,●,女流名人戦 挑決リーグ,
2021-09-03,鈴木環那,●,香川愛生,○,女流名人戦 挑決リーグ,
2021-09-03,安食総子,●,渡部愛※,○,女流王位戦 予選,
2021-09-03,礒谷真帆※,●,中井広恵＊,○,女流王位戦 予選,
2021-09-04,広瀬章人,●,豊島将之,○,日本シリーズ 2回戦,ABEMA・中継・携帯中継
2021-09-04,香川愛生,,加藤桃子,,女流王将戦 本戦,詳細情報
2021-09-06,片上大輔,○,近藤正和,●,お〜いお茶杯王位戦 予選,
2021-09-06,田中寅彦,●,佐藤紳哉,○,王座戦 一次予選,
2021-09-06,長沼洋,○,宮本広志,●,王座戦 一次予選,
2021-09-06,八代弥,○,西山朋佳,●,ヒューリック杯棋聖戦 一次予選,携帯中継
2021-09-06,真田圭一,●,青野照市,○,朝日杯将棋オープン戦 一次予選,
2021-09-06,行方尚史,●,斎藤明日斗,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-06,千田翔太,○,三枚堂達也,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-06,斎藤明日斗,○,千田翔太,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-06,脇田菜々子,●,千葉涼子,○,マイナビ女子オープン 本戦,中継・携帯中継
2021-09-06,伊藤沙恵,○,山口恵梨子,●,リコー杯女流王座戦 本戦,中継・携帯中継
2021-09-06,糸谷哲郎,,丸山忠久,,NHK杯戦 本戦,詳細情報0：45〜
2021-09-07,野月浩貴,○,瀬川晶司,●,王座戦 一次予選,携帯中継
2021-09-07,遠山雄亮,●,小倉久史,○,王座戦 一次予選,
2021-09-07,冨田誠也,●,平藤真吾,○,王座戦 一次予選,
2021-09-07,中村修,○,石田直裕,●,朝日杯将棋オープン戦 一次予選,
2021-09-07,長谷部浩平,○,高見泰地,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-07,長谷部浩平,●,中村修,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-07,阿久津主税,○,松本佳介,●,朝日杯将棋オープン戦 一次予選,
2021-09-07,青嶋未来,○,佐々木勇気,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-07,高野智史,○,西山朋佳,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-07,青嶋未来,○,高野智史,●,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-07,頼本奈菜,●,渡部愛※,○,女流王位戦 予選,
2021-09-07,武富礼衣,●,石本さくら,○,女流王位戦 予選,
2021-09-07,澤田真吾,,糸谷哲郎,,銀河戦 Eブロック,詳細情報
2021-09-08,上野裕和,●,田中悠一,○,王座戦 一次予選,
2021-09-08,宮田敦史,●,井出隼平,○,王座戦 一次予選,
2021-09-08,佐々木大地,●,本田奎,○,王座戦 一次予選,携帯中継
2021-09-08,西川和宏,○,中田功,●,王座戦 一次予選,携帯中継
2021-09-08,中村亮介,○,石川優太,●,王座戦 一次予選,携帯中継
2021-09-08,北浜健介,●,畠山成幸,○,叡王戦 予選,携帯中継
2021-09-08,梶浦宏孝,●,古賀悠聖,○,新人王戦,携帯中継
2021-09-08,上田初美,○,甲斐智美,●,マイナビ女子オープン 本戦,中継・携帯中継
2021-09-08,香川愛生,●,加藤圭,○,女流名人戦 挑決リーグ,
2021-09-09,伊藤匠,●,増田康宏,○,朝日杯将棋オープン戦 一次予選,携帯中継
2021-09-09,飯野愛,○,上川香織※,●,女流王位戦 予選,
2021-09-09,伊藤沙恵,●,加藤桃子,○,倉敷藤花戦,携帯中継
2021-09-09,羽生善治,,山崎隆之,,銀河戦 Fブロック,詳細情報
2021-09-10,日浦市郎,○,三浦弘行,●,お〜いお茶杯王位戦 予選,携帯中継
2021-09-10,中田功,○,杉本昌隆,●,叡王戦 予選,携帯中継
2021-09-10,高野秀行,●,阿部光瑠,○,朝日杯将棋オープン戦 一次予選,
2021-09-10,横山泰明,○,村中秀史,●,朝日杯将棋オープン戦 一次予選,ABEMA・携帯中継
2021-09-10,阿部光瑠,○,横山泰明,●,朝日杯将棋オープン戦 一次予選・千日手,ABEMA・携帯中継
2021-09-10,門倉啓太,○,高橋道雄,●,朝日杯将棋オープン戦 一次予選,ABEMA・携帯中継
2021-09-10,服部慎一郎,○,渡辺和史,●,加古川青流戦,携帯中継
2021-09-10,高田明浩,●,服部慎一郎,○,加古川青流戦,携帯中継
2021-09-10,野原未蘭,○,山口恵梨子,●,倉敷藤花戦,携帯中継
2021-09-11,渡辺明,○,木村一基,●,日本シリーズ 2回戦,ABEMA・中継・携帯中継
2021-09-11,西山朋佳,○,渡部愛※,●,ヒューリック杯白玲戦 第1局,中継・携帯中継
2021-09-11,加藤桃子,,里見香奈,,女流王将戦 挑決,詳細情報
2021-09-12,永瀬拓矢,,日浦市郎,,NHK杯戦 本戦,詳細情報
2021-09-13,藤井聡太,○,豊島将之,●,叡王戦 第5局,ABEMA・中継・携帯中継
2021-09-13,宮本広志,●,冨田誠也,○,竜王戦6組 昇決,携帯中継
2021-09-13,所司和晴,●,加藤桃子,○,王座戦 一次予選,携帯中継
